Title,Author,Price(in ₹),Book Format,Rating,Ratings Count,URL
Taken: The addictive crime suspense thriller and USA Today best seller,Lisa Stone,"218
                             
                              .",Paperback,4.3,"3,437",https://www.amazon.in/Taken-addictive-thriller-internationally-bestselling/dp/0008378827/ref=sr_1_261?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-261
The Blue Flower (4th Estate Matchbook Classics),Penelope Fitzgerald,312,Paperback,3.9,275,https://www.amazon.in/Blue-Flower-Estate-Matchbook-Classics/dp/0008329680/ref=sr_1_262?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-262
The Forty Rules of Love,Elif Shafak,325,Paperback,4.6,"7,738",https://www.amazon.in/Forty-Rules-Love-Elif-Shafak/dp/0241972930/ref=sr_1_263?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-263
Find You: A totally thrilling novel for 2022 from USA Today and New York Times bestselling author Mary Burton,Mary Burton,"295
                           
                            .",Kindle Edition,3.9,30,https://www.amazon.in/Find-You-totally-thrilling-bestselling-ebook/dp/B09R9JL7ZW/ref=sr_1_264?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-264
"PS, I Love You: The romantic, emotional, heartbreaking million-copy best seller from the number one best selling author of Postscript",Cecelia Ahern,325,Paperback,4.5,"2,584",https://www.amazon.in/PS-Love-You-Cecelia-Ahern/dp/0008331650/ref=sr_1_265?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-265
The Girlfriend: The Gripping Psychological Thriller from the Number One Bestseller,Michelle Frances,249,Paperback,4.2,"3,799",https://www.amazon.in/Girlfriend-Gripping-Psychological-Thriller-Bestseller/dp/150982152X/ref=sr_1_266?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-266
2 States:The story of marriage(Hindi): The Story of My Marriage,Chetan Bhagat,210,Paperback,4.4,178,https://www.amazon.in/2-States-story-marriage-Hindi/dp/812912095X/ref=sr_1_267?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-267
The Husband's Secret: The multi-million copy bestseller that launched the author of HBO’s Big Little Lies,Liane Moriarty,331,Paperback,4.3,"35,382",https://www.amazon.in/Husbands-Secret-bestselling-author-winning/dp/1405911662/ref=sr_1_268?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-268
Bound By A One-Night Vow: Book 10 (Conveniently Wed!),Melanie Milburne,159,Paperback,3.8,23,https://www.amazon.in/Bound-One-Night-Vow-Conveniently-Book/dp/0263934853/ref=sr_1_269?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-269
Little Disasters: the compelling and thought-provoking new novel from the author of the Sunday Times bestseller Anatomy of a Scandal,Sarah Vaughan,499,Paperback,4.0,"1,729",https://www.amazon.in/Sarah-Vaughan-Untitled-2-Pa/dp/147116506X/ref=sr_1_270?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-270
Prophecy: A gripping conspiracy thriller in the No. 1 Sunday Times bestselling historical crime series: Book 2 (Giordano Bruno),S.J. Parris,339,Paperback,4.5,"1,463",https://www.amazon.in/Prophecy-Giordano-Bruno-S-J-Parris/dp/0007317735/ref=sr_1_271?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-271
If It’s Not Forever It’s Not Love,Durjoy Datta,188,Paperback,4.4,975,https://www.amazon.in/If-Its-Not-Forever-Love/dp/0143421565/ref=sr_1_272?keywords=best+seller+books&qid=1653311080&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-272
The Girlfriend: The Gripping Psychological Thriller from the Number One Bestseller,,249,Paperback,4.2,,https://www.amazon.in/Girlfriend-Gripping-Psychological-Thriller-Bestseller/dp/150982152X/ref=sr_1_273?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-273
2 States:The story of marriage(Hindi): The Story of My Marriage,,210,Paperback,4.4,,https://www.amazon.in/2-States-story-marriage-Hindi/dp/812912095X/ref=sr_1_274?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-274
The Husband's Secret: The multi-million copy bestseller that launched the author of HBO’s Big Little Lies,,331,Paperback,4.3,,https://www.amazon.in/Husbands-Secret-bestselling-author-winning/dp/1405911662/ref=sr_1_275?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-275
Bound By A One-Night Vow: Book 10 (Conveniently Wed!),,159,Paperback,3.8,,https://www.amazon.in/Bound-One-Night-Vow-Conveniently-Book/dp/0263934853/ref=sr_1_276?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-276
Little Disasters: the compelling and thought-provoking new novel from the author of the Sunday Times bestseller Anatomy of a Scandal,,499,Paperback,4.0,,https://www.amazon.in/Sarah-Vaughan-Untitled-2-Pa/dp/147116506X/ref=sr_1_277?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-277
Prophecy: A gripping conspiracy thriller in the No. 1 Sunday Times bestselling historical crime series: Book 2 (Giordano Bruno),,339,Paperback,4.5,,https://www.amazon.in/Prophecy-Giordano-Bruno-S-J-Parris/dp/0007317735/ref=sr_1_278?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-278
"Redeemed By His Stolen Bride (Mills & Boon Modern) (Rival Spanish Brothers, Book 2)",,"271
                           
                            .",Kindle Edition,4.2,,https://www.amazon.in/Redeemed-Stolen-Modern-Spanish-Brothers-ebook/dp/B07RPNGLRV/ref=sr_1_279?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-279
If It’s Not Forever It’s Not Love,,188,Paperback,4.4,,https://www.amazon.in/If-Its-Not-Forever-Love/dp/0143421565/ref=sr_1_280?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-280
Caesar & Hussein: Two Classic Novels from the Author of MASTER AND COMMANDER,,412,Paperback,5.0,,https://www.amazon.in/Caesar-Hussein-Classic-Novels-COMMANDER/dp/0008337373/ref=sr_1_281?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-281
A Gathering of Friends: My Favourite Stories,,389,Hardcover,4.4,,https://www.amazon.in/Gathering-Friends-My-Favourite-Stories/dp/938306479X/ref=sr_1_282?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-282
The Island,,726,Paperback,4.4,,https://www.amazon.in/Island-Adrian-McKinty/dp/1409189643/ref=sr_1_283?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-283
A Mother's Grace: The heart-warming Sunday Times bestseller (Days of the Week),,120,Paperback,4.7,,https://www.amazon.in/Mothers-Grace-heart-warming-Sunday-bestseller/dp/1785762397/ref=sr_1_284?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-284
The Two Lives of Lydia Bird: The unputdownable and gorgeously romantic new love story from the Sunday Times bestseller,,281,Paperback,4.3,,https://www.amazon.in/Two-Lives-Lydia-Bird/dp/0241986168/ref=sr_1_285?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-285
Memoirs of a Geisha: The Literary Sensation and Runaway Bestseller,,299,Paperback,4.4,,https://www.amazon.in/Memoirs-Geisha-Arthur-Golden/dp/0099282852/ref=sr_1_286?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-286
Modern Indian Short Stories,,284,Paperback,3.6,,https://www.amazon.in/Modern-Indian-Stories-Multiple-Contributors/dp/9352766210/ref=sr_1_287?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-287
What Now?: A hilarious romantic comedy you won't be able to put down from #1 bestseller Shari Low,,"1,282",Paperback,4.5,,https://www.amazon.in/What-Now-Shari-Low/dp/1838897844/ref=sr_1_288?keywords=best+seller+books&qid=1653311082&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-288
A Second-Hand Husband: The laugh-out-loud novel from bestseller Claire Calman,Claire Calman,0,Kindle Edition,4.0,478,https://www.amazon.in/Second-Hand-Husband-laugh-out-loud-Claire-Calman-ebook/dp/B08Z4HMFST/ref=sr_1_289?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-289
Swami Vivekananda : 365 Quotes by Swami Vivekananda,Swami Vivekananda,212,Paperback,4.5,146,https://www.amazon.in/365-Quotes-Swami-Vivekananda/dp/9352766121/ref=sr_1_290?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-290
The House with the Golden Door: The instant Sunday Times Top 10 Bestseller (The Wolf Den Trilogy Book 2),Elodie Harper,"250
                           
                            .",Kindle Edition,4.6,48,https://www.amazon.in/House-Golden-Door-Elodie-Harper-ebook/dp/B097VW3T36/ref=sr_1_291?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-291
The Unhoneymooners,Christina Lauren,550,Paperback,4.4,"17,562",https://www.amazon.in/Unhoneymooners-Christina-Lauren/dp/1501128035/ref=sr_1_292?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-292
Her Best Match: A Sweet Billionaire Romance (The Best Girls Book 1),Tamie Dearen,0,Kindle Edition,4.3,"2,252",https://www.amazon.in/Her-Best-Match-Billionaire-Romance-ebook/dp/B00FR30D16/ref=sr_1_293?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-293
"The Inn at Eagle Point (A Chesapeake Shores Novel, Book 1)",Sherryl Woods,"257
                           
                            .",Kindle Edition,4.5,"1,582",https://www.amazon.in/Eagle-Point-Chesapeake-Shores-Novel-ebook/dp/B005HCI684/ref=sr_1_294?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-294
Book of Night: The Number One Sunday Times Bestseller,Holly Black,"833
                             
                              .",Hardcover,4.3,532,https://www.amazon.in/Book-Night-Holly-Black/dp/1529102375/ref=sr_1_295?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-295
A Keeper: The Sunday Times Bestseller,Graham Norton,265,Paperback,4.3,"8,020",https://www.amazon.in/Keeper-Graham-Norton/dp/1473664993/ref=sr_1_296?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-296
The Wolf and the Woodsman: The Sunday Times Bestseller,Ava Reid,699,Paperback,4.1,564,https://www.amazon.in/Wolf-Woodsman-Ava-Reid/dp/1529100747/ref=sr_1_297?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-297
Ghosts: The Top 10 Sunday Times Bestseller 2020,Dolly Alderton,401,Paperback,4.3,"6,981",https://www.amazon.in/Ghosts-Top-Sunday-Times-Bestseller/dp/0241988683/ref=sr_1_298?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-298
Stories We Never Tell,Savi Sharma,200,Paperback,4.4,"2,924",https://www.amazon.in/Stories-Never-Tell-Savi-Sharma/dp/9389152046/ref=sr_1_299?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-299
Chatur Chanakya And The Himalayan Problem,Radhakrishnan Pillai,199,Paperback,4.6,104,https://www.amazon.in/Chatur-Chanakya-Himalayan-Problem-Radhakrishnan/dp/0143441647/ref=sr_1_300?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-300
Claiming His One-Night Baby: Book 2 (M&B AUGUST 2017),,150,Paperback,4.5,17,https://www.amazon.in/Claiming-One-Night-Baby-AUGUST-2017/dp/0263924653/ref=sr_1_301?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-301
Can Love Happen Twice,Ravinder Singh,189,Paperback,4.3,"2,756",https://www.amazon.in/Love-Happen-Twice-Ravinder-Singh/dp/0143417231/ref=sr_1_302?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-302
Life of Crime: The gripping No 1 Sunday Times bestseller,Kimberley Chambers,199,Paperback,4.6,"2,460",https://www.amazon.in/Life-Crime-gripping-Sunday-bestseller/dp/0008144761/ref=sr_1_303?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-303
The Tattooist of Auschwitz: the heart-breaking and unforgettable international bestseller,Heather Morris,279,Paperback,4.6,"47,016",https://www.amazon.in/Tattooist-Auschwitz-Heather-Morris/dp/1785763679/ref=sr_1_304?keywords=best+seller+books&qid=1653311084&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-304
One Night @ The Call Centre,Chetan Bhagat,188,Paperback,4.3,"2,199",https://www.amazon.in/Night-Call-Centre-Chetan-Bhagat/dp/8129135507/ref=sr_1_305?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-305
The Firemaker: A red-hot crime thriller from the Sunday Times bestseller (China Thriller 1) (China Thrillers),Peter May,328,Paperback,4.3,"1,874",https://www.amazon.in/Firemaker-2016-04-China-Thrillers/dp/0857053965/ref=sr_1_306?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-306
"Last Night: The romantic, heartbreaking and laugh-out-loud funny romcom from the bestselling author",Mhairi McFarlane,302,Paperback,4.4,"3,670",https://www.amazon.in/Last-Night-hilarious-heart-breaking-bestselling/dp/0008169535/ref=sr_1_307?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-307
"Storm Tide: The landmark 50th global bestseller from the one and only Master of Historical Adventure, Wilbur Smith",Wilbur Smith,"379
                           
                            .",Kindle Edition,4.6,444,https://www.amazon.in/Storm-Tide-Wilbur-Smith-ebook/dp/B09BJCKC97/ref=sr_1_308?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-308
Family For Beginners: from the Sunday Times best seller of One More for Christmas comes the most heartwarming romance fiction book of 2020,Sarah Morgan,324,Paperback,4.6,"2,118",https://www.amazon.in/Family-Beginners-Sarah-Morgan/dp/1848457944/ref=sr_1_309?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-309
Why Mummy’s Sloshed: The latest laugh-out-loud book by the Sunday Times Number One Bestselling Author,Gill Sims,337,Paperback,4.7,"2,630",https://www.amazon.in/Why-Mummys-Sloshed-laugh-out-loud-Bestselling/dp/0008358567/ref=sr_1_310?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-310
Island on the Edge of the World,Deborah Rodriguez,138,Paperback,4.5,207,https://www.amazon.in/Island-Edge-World-Deborah-Rodriguez/dp/0751574589/ref=sr_1_311?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-311
Almond: A Novel,Audio CD,381,Paperback,4.7,"1,560",https://www.amazon.in/Almond-Novel-Won-pyung-Sohn/dp/0062961381/ref=sr_1_312?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-312
The Guns of Navarone,Alistair MacLean,376,Paperback,4.5,419,https://www.amazon.in/Guns-Navarone-Alistair-MacLean/dp/0008337292/ref=sr_1_313?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-313
Adults: The Funny and Heartwarming Sunday Times Fiction Best Seller,Emma Jane Unsworth,279,Paperback,3.7,734,https://www.amazon.in/Adults-Emma-Jane-Unsworth/dp/0008395888/ref=sr_1_314?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-314
A Rose Petal Summer: The #1 Sunday Times bestseller,Katie Fforde,204,Paperback,4.4,"1,202",https://www.amazon.in/Rose-Petal-Summer-never-late/dp/1784758256/ref=sr_1_315?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-315
When Love Came Calling,Preeti Shenoy,98,Paperback,4.4,"1,217",https://www.amazon.in/When-Love-Calling-Preeti-Shenoy/dp/9387022919/ref=sr_1_316?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-316
Betty: The International Bestseller,Tiffany McDaniel,541,Paperback,4.5,"1,535",https://www.amazon.in/Betty-International-Bestseller-Tiffany-McDaniel/dp/1474617549/ref=sr_1_317?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-317
"I Have Something to Tell You: The most thought-provoking, captivating fiction novel of 2021 from bestselling author Susan Lewis",Susan Lewis,"577
                           
                            .",Kindle Edition,4.2,"5,665",https://www.amazon.in/Have-Something-Tell-You-thought-provoking-ebook/dp/B08WRZ7YDC/ref=sr_1_318?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-318
Eleven Minutes,Paulo Coelho,260,Paperback,4.4,"3,273",https://www.amazon.in/Eleven-Minutes-Paulo-Coelho/dp/8172235631/ref=sr_1_319?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-319
Angel Falls: A Novel,Kristin Hannah,314,Mass Market Paperback,4.4,"5,631",https://www.amazon.in/Angel-Falls-Novel-Kristin-Hannah/dp/0449006344/ref=sr_1_320?keywords=best+seller+books&qid=1653311086&refinements=p_n_feature_three_browse-bin%3A9141482031%2Cp_n_condition-type%3A8609960031&rnid=8609959031&s=books&sprefix=best+se%2Cstripbooks%2C387&sr=1-320
